gene_id	transcript_id(s)	Control_R1	Control_R2	Control_R3	Control_R4	DPN_R1	DPN_R2	DPN_R3	DPN_R4	OHT_R1	OHT_R2	OHT_R3	OHT_R4
AC007163.3	rna13379	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC007163.6	rna13380	0.00	0.00	2.01	0.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	0.00
AC007246.3	rna9841	52.00	23.00	15.00	11.00	49.00	22.00	36.00	23.00	35.00	21.00	17.00	16.00
AC007359.6	rna87573	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
AC007365.1	rna10338	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC007386.2	rna10342	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC007392.3	rna10379	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC007392.4	rna10380,rna10381	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC007403.2	rna10382	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC007405.4	rna12747	0.00	1.00	0.00	1.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00
AC007461.2	rna70889	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC007463.2	rna9023	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC007551.3	rna32557	6.00	3.00	1.00	0.00	4.00	8.00	2.00	2.00	1.00	2.00	2.00	2.00
AC007682.1	rna10090	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC007740.1	rna12595	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC007743.1	rna10189,rna10190	43.54	3.00	5.00	4.00	35.73	4.38	10.26	1.00	29.28	9.00	7.00	3.00
AC007750.5	rna12583	27.46	0.00	2.07	2.00	18.91	1.00	2.23	0.00	21.94	2.38	1.27	0.00
AC007773.2	rna75392	0.00	4.00	1.00	1.00	1.00	1.00	2.00	3.00	0.00	2.00	1.00	2.00
AC007879.2	rna13682	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
AC007880.1	rna10341	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC007966.1	rna13098,rna13099,rna13100,rna13101	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC008697.1	rna26547	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC008703.1	rna26548	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC009120.4	rna66116	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC009227.2	NM_001256368.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC009264.1	rna35029	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC009299.3	rna12564,rna12565	0.00	14.00	34.00	0.00	0.00	24.00	65.00	0.00	0.00	25.00	33.00	0.00
AC009473.1	rna32014	0.00	2.00	0.00	0.00	1.00	1.00	1.00	1.00	0.00	0.00	1.00	2.00
AC009501.4	rna10287,rna10288	3.02	2.00	5.05	1.03	4.11	4.11	6.02	6.08	1.00	3.03	4.02	6.07
AC009518.4	rna34941	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC009948.5	rna12964,rna12965,rna12966	57.00	36.00	26.00	11.00	75.00	36.00	43.00	32.00	42.00	33.00	24.00	35.00
AC010091.1	rna33517,rna33518	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
AC010127.3	rna12654	0.00	0.00	0.00	0.00	0.00	0.00	1.16	0.00	0.00	0.00	0.00	0.00
AC010226.4	rna25280,rna25281	0.00	1.00	1.12	0.00	0.00	0.00	1.17	0.00	0.00	0.00	0.00	2.50
AC010524.2	rna77173	6.00	4.00	10.00	1.00	5.00	3.00	20.00	0.00	3.00	4.00	5.00	1.00
AC010731.4	NM_001102659.1	0.00	0.00	2.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	1.00	0.00
AC010890.1	rna12163	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
AC010975.1	rna10750	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC010987.6	rna10395	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC011298.2	rna14790	0.00	1.00	0.00	5.00	0.00	2.00	2.00	12.00	0.00	0.00	0.00	7.00
AC011343.1	rna26549	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC011518.1	rna75389	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC011609.3	rna14952	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC011718.2	XM_003403490.5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC011738.4	rna32673	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC011747.4	rna9026	176.00	56.00	14.00	52.00	131.00	87.00	23.00	111.00	112.00	62.00	4.00	61.00
AC011747.7	rna9027,rna9028	10.00	15.00	6.00	8.00	13.00	12.00	12.00	14.00	11.00	9.00	9.00	8.00
AC011899.9	rna35660	1.00	1.00	1.00	1.00	4.00	0.00	2.00	0.00	4.00	3.00	1.00	2.00
AC012075.2	rna10765	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC012309.5	rna75848,rna75849,rna75850,rna75851,rna75852	4.00	16.26	7.00	7.00	8.00	20.00	25.00	27.13	4.00	12.00	4.00	33.03
AC012314.8	rna77966	12.29	4.13	5.16	6.11	9.30	8.15	12.24	26.78	6.16	11.37	5.07	21.76
AC012494.1	rna10739	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC012507.3	rna14413	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC015922.6	rna67846	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC016582.2	rna75917	2.11	1.00	0.00	0.00	0.00	5.00	0.00	1.00	2.00	2.00	0.00	1.01
AC016629.8	rna78555	30.51	39.69	47.62	60.19	17.35	40.15	79.80	107.12	20.01	42.38	23.26	106.23
AC016738.3	rna11315	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC016910.1	rna12265	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC016995.3	rna9814	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
AC017060.1	rna32112	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC018464.3	rna34518	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC018470.4	rna12846	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC018647.3	rna32555,rna32556	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	3.00	4.00	1.00	0.00
AC018705.5	rna32926	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
AC018742.1	rna9299	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC018799.1	rna13258	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC019048.1	rna9019	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC019118.2	rna8955	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC020571.3	rna13272,rna13273	0.00	1.00	1.00	6.00	1.00	1.00	0.00	3.00	0.00	0.00	1.00	6.00
AC022007.5	NM_001008737.1	5.65	3.46	7.34	3.52	8.37	5.70	14.95	12.44	7.35	5.69	4.42	6.02
AC022173.2	NM_001243523.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC022311.1	rna8997	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC024592.9	rna73845	0.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
AC027269.2	rna32654	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC037193.1	rna15056,rna15057	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC058791.1	rna34923	1.00	2.00	7.00	3.00	1.00	1.00	7.00	12.00	1.00	1.00	1.00	7.00
AC068831.10	rna62984	2.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
AC068858.1	rna47844	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC069277.1	rna15025,rna15026	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC072062.1	rna13859	0.00	3.00	6.00	2.00	1.00	2.00	12.00	5.00	0.00	1.00	3.00	5.00
AC073128.10	rna14055	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC073133.1	rna35617	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
AC073283.4	rna10023,rna10024	0.00	2.00	0.00	1.00	0.00	2.00	2.00	1.00	1.00	3.00	0.00	2.00
AC073321.3	rna13923	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC073628.1	rna10737	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC074138.3	rna75799	5.00	3.00	9.00	4.00	5.00	4.00	7.00	9.00	3.00	7.00	5.00	9.00
AC074286.1	rna12942	45.00	15.00	5.00	11.00	46.00	23.00	16.00	18.00	41.00	19.00	9.00	21.00
AC074289.1	rna10319,rna10320,rna10321	0.00	0.00	1.00	0.00	2.00	1.00	1.00	0.00	0.00	0.00	0.00	1.00
AC078941.1	rna10386	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC079117.1	rna10733	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC079145.4	rna9257	3.00	1.00	0.00	1.00	0.00	0.00	3.00	1.00	6.00	2.00	0.00	1.00
AC079586.1	rna12006	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC079610.2	NM_001242575.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC079776.3	rna12008	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
AC087859.1	rna15030	2.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00
AC090044.1	rna14953	0.00	0.00	3.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	3.00	0.00
AC090505.6	rna19860	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
AC091729.9	rna31771,rna31772,rna31773,rna31774,rna31775,rna31776	22.00	5.00	19.00	18.00	40.00	6.00	37.00	23.00	22.00	7.00	20.00	18.00
AC091878.1	rna23837	0.00	1.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	1.00	0.00	0.00
AC091969.1	rna26434	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC092295.7	rna75790,rna75791,rna75792	9.34	9.33	5.46	11.62	7.19	6.29	11.16	21.33	3.55	10.42	11.29	22.31
AC093375.1	rna12426,rna12427	0.00	2.00	0.00	0.00	1.00	1.00	2.00	0.00	2.00	2.00	0.00	0.00
AC093391.2	rna12236,rna12237	2.01	0.00	0.00	1.00	2.04	3.03	4.08	2.04	3.03	1.01	0.00	3.01
AC093590.1	rna13335	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC093690.1	rna9604	0.00	0.00	1.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	2.00
AC095067.1	rna32863	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
AC096559.1	rna9192,rna9193,rna9194	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC097468.4	rna14064	0.00	0.00	0.00	1.00	0.00	0.00	2.00	3.00	0.00	0.00	0.00	5.00
AC097500.2	rna13104	0.00	0.00	1.00	3.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00
AC097662.2	rna14283	8.00	10.00	9.00	11.00	11.00	10.00	12.00	8.00	5.00	3.00	3.00	7.00
AC098823.3	rna14404	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
AC099342.1	rna32151	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC104024.1	rna67942	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC104134.2	rna10968	0.00	0.00	0.00	0.00	0.00	0.00	1.54	0.00	0.00	0.00	0.00	1.66
AC104653.1	rna11770	0.00	0.00	0.00	2.00	1.00	0.00	4.00	2.00	0.00	1.00	1.00	1.00
AC104654.1	rna9873	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC104654.2	rna9875,rna9876	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC104655.2	rna11430	1.15	0.00	1.09	0.00	0.00	0.00	4.34	2.07	0.00	0.00	1.11	1.09
AC104777.2	rna12335	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC104777.4	rna12336,rna12337,rna12338,rna12339	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC104820.2	rna13030	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC105053.3	rna10857	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
AC105253.1	rna9002	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC105339.1	rna62602	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC105760.3	rna14595	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC107070.1	rna8996	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC107622.1	rna15540	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC108142.1	rna23296	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00	1.00	0.00
AC109828.1	rna9527	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.09
AC113607.2	rna8916	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC116035.1	rna15675,rna15676	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
AC125421.1	rna70929	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC131097.3	rna14934	0.00	0.00	2.00	0.00	0.00	4.00	2.00	4.00	1.00	1.00	0.00	2.00
AC136896.1	rna60547,rna60548,rna60549	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC137932.6	NM_001242885.1	1.00	0.00	1.00	2.00	0.00	0.00	3.00	2.00	0.00	0.00	1.00	2.00
AC144449.1	rna12332	0.00	0.00	5.01	4.01	3.01	0.00	5.01	4.02	1.01	0.00	0.00	4.01
AC145110.1	rna36557	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AC147651.4	rna31730,rna31731	2.00	2.00	5.00	4.00	3.00	3.00	15.00	7.00	1.00	4.00	9.00	4.00
AC159540.1	rna11174,rna11175	2.41	1.00	9.29	5.62	1.20	2.45	25.90	3.39	0.00	1.00	2.21	8.81
AC159540.1-2	rna11178	11.59	21.00	70.71	37.38	20.80	32.49	143.10	108.61	11.00	32.00	84.79	102.14
AC226118.1	rna31715	9.00	2.00	5.00	2.00	5.00	1.00	2.00	2.00	6.00	2.00	2.00	6.00
ACAA1	NM_001130410.1,NM_001607.3,XM_006713122.1,XM_006713123.1,rna15884	543.00	371.00	593.00	621.00	487.00	349.00	1143.00	1025.00	404.00	352.00	475.00	1043.00
ACAA2	NM_006111.2	844.00	530.00	291.00	146.00	755.00	626.00	567.00	227.00	637.00	576.00	285.00	306.00
ACACA	NM_198834.1,NM_198836.1,NM_198837.1,NM_198838.1,NM_198839.1,XM_005257266.2,XM_005257267.2,XM_005257268.2,XM_006721853.1	1179.00	1050.00	1108.00	1084.00	1162.00	1201.00	2090.00	2355.00	718.00	1299.00	963.00	2048.00
ACACB	NM_001093.3,XM_005253876.2,XM_006719365.1,XM_006719366.1,XM_006719367.1,rna54863,rna54864,rna54865,rna54866	959.00	623.00	420.00	386.00	876.00	652.00	844.00	747.00	738.00	735.00	331.00	649.00
ACAD10	NM_001136538.1,NM_025247.5	428.00	418.00	295.00	335.00	352.00	486.00	567.00	700.00	310.00	468.00	238.00	696.00
ACAD11	NM_032169.4	297.74	243.89	184.21	254.80	277.28	339.38	455.24	503.66	213.03	355.32	222.26	483.85
ACAD8	NM_014384.2,XM_005271501.1,XM_005271503.2,XM_005271505.1	304.00	239.00	151.00	165.00	273.00	254.00	297.00	286.00	216.00	258.00	151.00	314.00
ACAD9	NM_014049.4,rna18386,rna18388,rna18389	534.00	372.00	368.00	381.00	539.00	401.00	690.00	705.00	371.00	441.00	317.00	790.00
ACADL	NM_001608.3,XM_005246517.2	300.00	77.00	15.00	15.00	309.00	105.00	19.00	17.00	270.00	109.00	13.00	18.00
ACADM	NM_000016.5,NM_001127328.2,NM_001286042.1,NM_001286043.1,NM_001286044.1	336.00	531.00	784.00	706.00	282.00	571.00	1444.00	1177.00	267.00	610.00	648.00	1359.00
ACADS	NM_000017.2	104.00	310.00	100.00	35.00	78.00	256.00	191.00	52.00	63.00	287.00	80.00	71.00
ACADSB	NM_001609.3	688.00	584.00	713.00	462.00	715.00	653.00	1396.00	805.00	560.00	618.00	623.00	865.00
ACADVL	NM_000018.3,NM_001033859.2,NM_001270447.1,NM_001270448.1,XM_006721516.1	3944.33	3565.00	3222.04	4870.00	3594.99	3891.00	6669.87	8349.64	2937.74	4104.45	3077.56	9190.42
ACAN	NM_001135.3,NM_013227.3,XM_006720419.1	61.00	10.00	90.00	17.00	54.00	11.00	218.00	30.00	23.00	11.00	121.00	50.00
ACAP1	NM_014716.3,XM_005256878.1,rna67421,rna67422	2.00	10.00	3.00	5.00	3.00	7.00	6.00	4.00	0.00	5.00	3.00	8.00
ACAP2	NM_012287.5,XM_006713557.1,XM_006713558.1	780.00	422.00	614.00	416.00	756.00	513.00	1122.00	722.00	618.00	549.00	551.00	879.00
ACAP3	NM_030649.2,XM_005244714.1,XM_005244715.1,XM_005244716.2,XM_005244717.2,XM_006710329.1	346.00	277.00	328.00	560.00	386.00	333.00	758.00	959.00	276.00	392.00	338.00	1273.00
ACAT1	NM_000019.3,XM_006718834.1,XM_006718835.1	1286.00	777.00	298.00	207.00	1098.00	960.00	574.00	360.00	871.00	997.00	319.00	392.00
ACAT2	NM_005891.2,XM_005266980.2	626.68	224.64	645.68	320.72	615.57	318.48	1181.49	702.69	355.70	319.67	517.43	628.22
ACBD3	NM_022735.3	821.00	559.00	737.00	633.00	740.00	637.00	1285.00	1249.00	598.00	642.00	643.00	1371.00
ACBD4	NM_001135704.1,NM_001135705.1,NM_001135706.1,NM_001135707.1,NM_024722.2,XM_005257673.1,XM_005257674.1,XM_005257677.1,XM_006722085.1,XM_006722086.1,XM_006722087.1,XM_006722088.1,XM_006722089.1,XM_006722090.1	261.00	168.00	138.00	182.00	264.00	203.00	289.00	331.00	171.00	168.00	125.00	360.00
ACBD5	NM_001042473.2,NM_001271512.2,NM_145698.3,XM_006717528.1,XM_006717529.1,XM_006717530.1,XM_006717531.1,XM_006717532.1,XM_006717533.1,XM_006717534.1,XM_006717535.1,rna43227,rna43228,rna43232,rna43233	890.00	661.00	668.00	629.00	755.00	752.00	1217.00	1033.00	650.00	793.00	506.00	1182.00
ACBD6	NM_032360.3	431.00	243.00	315.00	307.00	437.00	328.00	593.00	540.00	330.00	291.00	328.00	592.00
ACBD7	NM_001039844.2	5.00	2.00	15.00	9.00	7.00	5.00	28.00	10.00	7.00	8.00	17.00	14.00
ACCS	NM_001127219.1,NM_032592.3,XM_005253170.1,XM_005253171.2,XM_005253172.1,XM_006718347.1,XM_006718348.1	28.00	22.00	10.00	13.00	40.00	26.00	29.00	13.00	19.00	21.00	16.00	30.00
ACCSL	NM_001031854.2,XM_005252915.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACD	NM_001082486.1,NM_001082487.1,NM_022914.2,XM_005256115.1,rna65791,rna65792	180.00	94.00	139.00	89.00	178.00	119.00	234.00	173.00	140.00	114.00	115.00	233.00
ACE	NM_000789.3,NM_001178057.1,NM_152830.2,XM_005257110.1,XM_006721737.1	1896.00	150.00	766.00	282.00	2113.00	226.00	2392.00	881.00	1650.00	157.00	983.00	870.00
ACE2	NM_021804.2	15.00	8.00	0.00	2.00	7.00	6.00	3.00	2.00	9.00	14.00	0.00	1.00
ACER1	NM_133492.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACER2	NM_001010887.2,XM_005251447.1,XM_005251448.1,rna39165,rna39166,rna39167	60.00	43.00	38.00	48.00	37.00	47.00	78.00	83.00	40.00	67.00	37.00	108.00
ACER3	NM_018367.5,XM_005274087.2,XM_005274089.2,XM_005274090.1,XM_005274092.1	364.00	168.00	122.00	92.00	313.00	163.00	192.00	182.00	263.00	185.00	100.00	237.00
ACHE	NM_000665.3,NM_001282449.1,NM_015831.2,XM_005250357.1,XM_005250358.1,XM_006715994.1,XM_006715995.1	451.00	184.00	218.00	397.00	487.00	206.00	518.00	750.00	353.00	191.00	217.00	984.00
ACIN1	NM_001164814.1,NM_001164815.1,NM_001164816.1,NM_001164817.1,NM_014977.3,XM_005267415.1,XM_005267416.1,XM_005267418.1,XM_006720081.1,rna57774,rna57778,rna57779	2091.43	1192.71	1972.38	1968.39	1819.53	1329.00	3648.05	3580.62	1506.92	1503.33	1693.39	3928.81
ACKR2	NM_001296.4	2.00	0.00	1.00	1.00	3.00	0.00	2.00	5.00	1.00	0.00	3.00	7.00
ACKR3	NM_020311.2,XM_005246097.1,XM_005246098.1,XM_006712640.1	23.00	37.00	58.00	25.00	24.00	54.00	119.00	59.00	14.00	41.00	64.00	70.00
ACKR4	NM_016557.3,NM_178445.2	28.00	6.00	1.00	1.00	15.00	5.00	1.00	0.00	14.00	3.00	3.00	4.00
ACLY	NM_001096.2,NM_198830.1,XM_005257393.1,XM_005257394.1,XM_005257395.1	3244.00	2122.00	3153.00	2435.00	2990.00	2356.00	6340.00	4323.00	2094.00	2485.00	2688.00	4976.00
ACMSD	NM_138326.2,XM_005263586.2,XM_005263587.2,XM_005263588.2,XM_005263589.2,XM_005263590.2	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACN9	NM_020186.2	23.00	60.00	91.00	27.00	30.00	75.00	210.00	65.00	28.00	73.00	69.00	68.00
ACO1	NM_001278352.1,NM_002197.2,XM_005251476.1,XM_006716777.1	998.00	702.00	751.00	746.00	915.00	780.00	1627.00	1453.00	695.00	805.00	759.00	1473.00
ACO2	NM_001098.2	3386.34	2373.08	2507.68	2041.92	3440.53	2932.33	5738.92	4439.90	2633.12	2643.02	2486.56	4854.14
ACOT1	NM_001037161.1	79.37	36.07	75.02	71.00	43.84	84.08	135.95	127.69	44.91	59.03	70.15	134.02
ACOT11	NM_015547.3,NM_147161.3	203.00	103.41	167.00	129.44	200.57	92.00	371.65	279.90	110.00	110.00	178.64	275.59
ACOT12	NM_130767.2,XM_006714531.1,XM_006714532.1	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00	2.00	0.00
ACOT13	NM_001160094.1,NM_018473.3	211.64	166.11	271.40	192.39	221.33	208.00	367.44	370.20	158.45	189.32	194.12	356.50
ACOT2	NM_006821.5,XM_006720007.1,rna59046	439.63	170.93	306.98	249.00	444.16	213.92	560.05	372.31	324.09	230.97	279.85	396.98
ACOT4	NM_152331.3,XM_006720034.1	25.00	8.00	5.00	4.00	30.00	9.00	10.00	6.00	23.00	2.00	2.00	8.00
ACOT6	NM_001037162.1	0.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	2.00
ACOT7	NM_007274.3,NM_181864.2,NM_181865.2,NM_181866.2,XM_005263427.1	88.00	68.00	124.98	106.00	85.00	87.00	286.00	200.00	53.00	81.00	130.00	315.00
ACOT8	NM_005469.3,XM_005260239.1,XM_005260240.1,rna80096	175.55	126.24	158.42	126.52	156.06	122.48	279.34	251.65	121.03	112.74	105.78	237.39
ACOT9	NM_001033583.2,NM_001037171.1,XM_005274470.2,XM_005274471.1,XM_005274472.1	484.00	287.00	386.00	337.00	390.00	276.00	759.00	552.00	306.00	331.00	354.00	765.00
ACOX1	NM_001185039.1,NM_004035.6,NM_007292.5	786.23	562.68	728.87	614.11	685.55	679.76	1267.99	1152.89	508.74	729.66	552.30	1246.68
ACOX2	NM_003500.3,XM_005265505.1,XM_005265506.1,XM_006713340.1	176.00	79.00	320.00	332.00	171.00	107.00	680.00	613.00	137.00	74.00	234.00	573.00
ACOX3	NM_001101667.1,NM_003501.2,XM_005248011.2,XM_005248012.2,XM_005248013.2	336.00	212.00	272.00	306.00	295.00	201.00	474.00	460.00	195.00	239.00	291.00	720.00
ACOXL	NM_001142807.1	57.00	4.00	1.00	12.00	55.00	5.00	5.00	33.00	61.00	3.00	3.00	30.00
ACP1	NM_001040649.2,NM_004300.3,NM_007099.3,rna8900,rna8903	823.00	559.00	682.00	589.00	754.00	637.00	1249.00	1057.00	621.00	684.00	626.00	1344.00
ACP2	NM_001131064.1,NM_001610.2,XM_005252984.2,XM_005252985.1,rna47991	506.00	375.96	302.00	289.98	444.00	414.00	661.00	531.00	365.00	436.00	275.00	613.97
ACP5	NM_001111034.1,NM_001111035.1,NM_001111036.1,NM_001611.3,XM_005259938.1,XM_005259939.2	80.00	155.00	88.00	83.00	73.00	191.00	228.00	159.00	40.00	184.00	104.00	160.00
